State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Meghalaya,East Khasi Hills,Shillong,Beetroot,Beetroot,FAQ,31-07-2023,7000,8000,7500
Meghalaya,East Khasi Hills,Shillong,Betal Leaves,Local,FAQ,31-07-2023,18000,37000,33000
Meghalaya,East Khasi Hills,Shillong,Bottle gourd,Bottle Gourd,FAQ,31-07-2023,2000,2400,2200
Meghalaya,East Khasi Hills,Shillong,Brinjal,Brinjal,FAQ,31-07-2023,3000,3500,3300
Meghalaya,East Khasi Hills,Shillong,Cabbage,Cabbage,FAQ,31-07-2023,1800,2000,1900
Meghalaya,East Khasi Hills,Shillong,Capsicum,Capsicum,FAQ,31-07-2023,5000,9000,7000
Meghalaya,East Khasi Hills,Shillong,Carrot,Carrot,FAQ,31-07-2023,8000,9000,8500
Meghalaya,East Khasi Hills,Shillong,Cauliflower,Local,FAQ,31-07-2023,7000,8000,7500
Meghalaya,East Khasi Hills,Shillong,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,2000,2200,2100
Meghalaya,East Khasi Hills,Shillong,French Beans (Frasbean),French Beans (Frasbean),FAQ,31-07-2023,5000,6000,5500
Meghalaya,East Khasi Hills,Shillong,Ginger(Dry),Dry,FAQ,31-07-2023,9000,11000,10000
Meghalaya,East Khasi Hills,Shillong,Green Chilli,Green Chilly,FAQ,31-07-2023,7000,8000,7500
Meghalaya,East Khasi Hills,Shillong,Pear(Marasebu),Pears,Large,31-07-2023,800,1000,900
Meghalaya,East Khasi Hills,Shillong,Pineapple,Pine Apple,Large,31-07-2023,2500,3000,2800
Meghalaya,East Khasi Hills,Shillong,Potato,Local,FAQ,31-07-2023,1500,1700,1600
Meghalaya,East Khasi Hills,Shillong,Pumpkin,Pumpkin,FAQ,31-07-2023,2200,2400,2300
Meghalaya,East Khasi Hills,Shillong,Raddish,Raddish,FAQ,31-07-2023,2600,2800,2700
Meghalaya,East Khasi Hills,Shillong,Squash(Chappal Kadoo),Squash(Chappal Kadoo),FAQ,31-07-2023,3000,3500,3300
Meghalaya,East Khasi Hills,Shillong,Tomato,Hybrid,FAQ,31-07-2023,4000,6000,5000
Meghalaya,East Khasi Hills,Shillong,Turnip,Turnip,FAQ,31-07-2023,5000,6000,5500
Meghalaya,West Garo Hills,Tura,Banana,Champa,Medium,31-07-2023,4200,4600,4400
Meghalaya,West Garo Hills,Tura,Betal Leaves,Local,FAQ,31-07-2023,16000,20000,18000
Meghalaya,West Garo Hills,Tura,Bottle gourd,Bottle Gourd,FAQ,31-07-2023,3500,4000,3800
Meghalaya,West Garo Hills,Tura,Brinjal,Brinjal,FAQ,31-07-2023,4000,4500,4300
Meghalaya,West Garo Hills,Tura,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,4000,4500,4300
Meghalaya,West Garo Hills,Tura,Green Chilli,Green Chilly,FAQ,31-07-2023,12000,14000,13000
Meghalaya,West Garo Hills,Tura,Potato,Local,FAQ,31-07-2023,2200,2600,2400
Meghalaya,West Garo Hills,Tura,Pumpkin,Pumpkin,FAQ,31-07-2023,4200,4600,4400
Meghalaya,West Garo Hills,Tura,Squash(Chappal Kadoo),Squash(Chappal Kadoo),FAQ,31-07-2023,5000,5500,5300
Meghalaya,West Jaintia Hills,Laskein,Capsicum,Capsicum,FAQ,31-07-2023,9000,13000,10000
Nagaland,Dimapur,Niuland,Arecanut(Betelnut/Supari),api,FAQ,31-07-2023,1500,1700,1600
Nagaland,Dimapur,Niuland,Banana - Green,Other,FAQ,31-07-2023,2500,2700,2600
Nagaland,Dimapur,Niuland,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,3000,3300,3200
Nagaland,Dimapur,Niuland,Brinjal,Brinjal,FAQ,31-07-2023,4000,4300,4200
Nagaland,Dimapur,Niuland,Green Chilli,Green Chilly,FAQ,31-07-2023,8000,8300,8200
Nagaland,Dimapur,Niuland,Leafy Vegetable,Leafy Vegetables,FAQ,31-07-2023,4000,4300,4200
Nagaland,Dimapur,Niuland,Yam (Ratalu),Yam (Ratalu),FAQ,31-07-2023,3500,3800,3700
Nagaland,Kiphire,Kipheri,Banana,Amruthapani,Medium,31-07-2023,2200,2400,2300
Nagaland,Kiphire,Kipheri,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,3150,3340,3230
Nagaland,Kiphire,Kipheri,Bottle gourd,Bottle Gourd,FAQ,31-07-2023,3100,3300,3200
Nagaland,Kiphire,Kipheri,Green Chilli,Green Chilly,FAQ,31-07-2023,4360,4530,4450
Nagaland,Kiphire,Kipheri,Leafy Vegetable,Leafy Vegetables,FAQ,31-07-2023,3200,3400,3300
Nagaland,Kohima,Jalukie,Bottle gourd,Bottle Gourd,FAQ,31-07-2023,5400,5600,5500
Nagaland,Kohima,Jalukie,Brinjal,Other,FAQ,31-07-2023,8400,8600,8500
Nagaland,Kohima,Jalukie,Cabbage,Cabbage,FAQ,31-07-2023,10500,10700,10600
Nagaland,Kohima,Jalukie,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,6000,6200,6100
Nagaland,Kohima,Jalukie,Green Chilli,Green Chilly,FAQ,31-07-2023,10300,10500,10400
Nagaland,Kohima,Jalukie,Leafy Vegetable,Leafy Vegetables,FAQ,31-07-2023,9000,9200,9100
Nagaland,Kohima,Jalukie,Onion,1st Sort,FAQ,31-07-2023,11100,11300,11200
Nagaland,Kohima,Jalukie,Potato,Other,FAQ,31-07-2023,14800,15000,14900
Nagaland,Kohima,Jalukie,Tomato,Tomato,FAQ,31-07-2023,15000,15200,15100
Nagaland,Kohima,Kohima,Beans,Beans (Whole),FAQ,31-07-2023,12000,12200,12100
Nagaland,Kohima,Kohima,Cabbage,Cabbage,FAQ,31-07-2023,6000,6200,6100
Nagaland,Kohima,Kohima,Ginger(Green),Green Ginger,FAQ,31-07-2023,18000,18200,18100
Nagaland,Kohima,Kohima,Green Chilli,Green Chilly,FAQ,31-07-2023,15000,15200,15100
Nagaland,Kohima,Kohima,Potato,Potato,FAQ,31-07-2023,3000,3200,3100
Nagaland,Kohima,Tseminyu,Banana,Other,Medium,31-07-2023,4500,6000,5000
Nagaland,Kohima,Tseminyu,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,3500,4000,3800
Nagaland,Kohima,Tseminyu,Bottle gourd,Bottle Gourd,FAQ,31-07-2023,2500,3000,2800
Nagaland,Kohima,Tseminyu,Green Chilli,Green Chilly,FAQ,31-07-2023,6000,7000,6500
Nagaland,Kohima,Tseminyu,Leafy Vegetable,Leafy Vegetables,FAQ,31-07-2023,2000,2500,2300
Nagaland,Kohima,Tseminyu,Pumpkin,Other,FAQ,31-07-2023,3500,4000,3800
Nagaland,Kohima,Tseminyu,Tomato,Tomato,FAQ,31-07-2023,9000,12000,9500
Nagaland,Longleng,Longleng,Beans,Beans (Whole),FAQ,31-07-2023,9800,10200,10000
Nagaland,Longleng,Longleng,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,7600,7900,7700
Nagaland,Longleng,Longleng,Leafy Vegetable,Leafy Vegetables,FAQ,31-07-2023,6400,6700,6500
Nagaland,Longleng,Longleng,Maize,Hybrid Yellow (Cattle Feed),FAQ,31-07-2023,7900,8200,8000
Nagaland,Mokokchung,Mangkolemba,Banana,Amruthapani,Medium,31-07-2023,1500,2500,2000
Nagaland,Mokokchung,Mangkolemba,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,2500,3500,3000
Nagaland,Mokokchung,Mangkolemba,Green Chilli,Green Chilly,FAQ,31-07-2023,8500,9500,9000
Nagaland,Mokokchung,Mangkolemba,Onion,Other,FAQ,31-07-2023,2500,3500,3000
Nagaland,Mokokchung,Mokokchung Town,Banana,Other,Medium,31-07-2023,1500,2500,2000
Nagaland,Mokokchung,Mokokchung Town,Bhindi(Ladies Finger),Bhindi,FAQ,31-07-2023,3500,4500,4000
Nagaland,Mokokchung,Mokokchung Town,Brinjal,Brinjal,FAQ,31-07-2023,2500,3500,3000
Nagaland,Mokokchung,Mokokchung Town,Green Chilli,Green Chilly,FAQ,31-07-2023,8500,9500,9000
Nagaland,Mokokchung,Mokokchung Town,Onion,Other,FAQ,31-07-2023,2500,3500,3000
Nagaland,Mokokchung,Mokokchung Town,Papaya,Other,Medium,31-07-2023,1500,2500,2000
Nagaland,Mokokchung,Mokokchung Town,Potato,Other,FAQ,31-07-2023,1500,2500,2000
Nagaland,Mokokchung,Tuli,Arecanut(Betelnut/Supari),Other,FAQ,31-07-2023,17500,17780,17675
Nagaland,Mokokchung,Tuli,Banana,Other,Medium,31-07-2023,14000,14350,14175
Nagaland,Mokokchung,Tuli,Ginger(Green),Green Ginger,FAQ,31-07-2023,20000,20200,20100
Nagaland,Mokokchung,Tuli,Lemon,Other,FAQ,31-07-2023,21000,21350,21175
Nagaland,Mokokchung,Tuli,Papaya (Raw),Other,FAQ,31-07-2023,12000,12300,12150
Nagaland,Tuensang,Tuensang,Beans,Other,FAQ,31-07-2023,7800,8100,7900
Nagaland,Tuensang,Tuensang,Cucumbar(Kheera),Other,FAQ,31-07-2023,8900,9200,9000
Nagaland,Tuensang,Tuensang,Green Chilli,Other,FAQ,31-07-2023,7500,7800,7600
Nagaland,Tuensang,Tuensang,Leafy Vegetable,Other,FAQ,31-07-2023,6500,6800,6600
Nagaland,Tuensang,Tuensang,Potato,Potato,FAQ,31-07-2023,4100,4400,4200
Nagaland,Wokha,Baghry,Banana,Banana - Ripe,Medium,31-07-2023,5500,6000,5700
Nagaland,Wokha,Wokha Town,Bitter gourd,Other,FAQ,31-07-2023,4800,5500,5000
Nagaland,Wokha,Wokha Town,Leafy Vegetable,Leafy Vegetables,FAQ,31-07-2023,3200,3800,3500
Nagaland,Wokha,Wokha Town,Papaya,Other,Medium,31-07-2023,4000,4700,4500
Odisha,Balasore,Jaleswar,Brinjal,Other,FAQ,31-07-2023,3100,3300,3200
Odisha,Balasore,Jaleswar,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,2400,2600,2500
Odisha,Balasore,Jaleswar,Garlic,Other,FAQ,31-07-2023,10500,11500,11000
Odisha,Balasore,Jaleswar,Onion,Other,FAQ,31-07-2023,1600,1800,1700
Odisha,Balasore,Jaleswar,Potato,Other,FAQ,31-07-2023,1700,1900,1800
Odisha,Balasore,Jaleswar,Pumpkin,Other,FAQ,31-07-2023,1100,1300,1200
Odisha,Balasore,Nilagiri,Bhindi(Ladies Finger),Other,FAQ,31-07-2023,2300,2400,2350
Odisha,Balasore,Nilagiri,Onion,Other,FAQ,31-07-2023,2000,2100,2050
Odisha,Balasore,Nilagiri,Potato,Other,FAQ,31-07-2023,1400,1500,1450
Odisha,Balasore,Nilagiri,Pumpkin,Other,FAQ,31-07-2023,1400,1500,1450
Odisha,Bargarh,Attabira,Bhindi(Ladies Finger),Bhindi,FAQ,31-07-2023,3600,4000,3800
Odisha,Bargarh,Attabira,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,3800,4000,3800
Odisha,Bargarh,Attabira,Bottle gourd,Bottle Gourd,FAQ,31-07-2023,2500,2700,2500
Odisha,Bargarh,Attabira,Brinjal,Other,FAQ,31-07-2023,2500,3000,2700
Odisha,Bargarh,Attabira,Cabbage,Cabbage,FAQ,31-07-2023,1600,2000,1750
Odisha,Bargarh,Attabira,Capsicum,Capsicum,FAQ,31-07-2023,5500,6000,5500
Odisha,Bargarh,Attabira,Carrot,Other,FAQ,31-07-2023,5000,5500,5200
Odisha,Bargarh,Attabira,Cauliflower,Other,FAQ,31-07-2023,5500,6000,5800
Odisha,Bargarh,Attabira,Cucumbar(Kheera),Other,FAQ,31-07-2023,2500,3000,2500
Odisha,Bargarh,Attabira,Drumstick,Other,FAQ,31-07-2023,6000,7000,6500
Odisha,Bargarh,Attabira,Green Chilli,Other,FAQ,31-07-2023,9000,10000,9500
Odisha,Bargarh,Attabira,Leafy Vegetable,Other,FAQ,31-07-2023,2500,3000,2500
Odisha,Bargarh,Attabira,Lemon,Other,FAQ,31-07-2023,3000,3200,3000
Odisha,Bargarh,Attabira,Little gourd (Kundru),Other,FAQ,31-07-2023,2500,3000,2500
Odisha,Bargarh,Attabira,Onion,Other,FAQ,31-07-2023,1800,2000,1800
Odisha,Bargarh,Attabira,Papaya (Raw),Other,FAQ,31-07-2023,1500,2000,1500
Odisha,Bargarh,Attabira,Pointed gourd (Parval),Other,FAQ,31-07-2023,1800,2000,1800
Odisha,Bargarh,Attabira,Potato,Other,FAQ,31-07-2023,1800,2000,1800
Odisha,Bargarh,Attabira,Pumpkin,Other,FAQ,31-07-2023,1050,1400,1250
Odisha,Bargarh,Attabira,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,31-07-2023,3000,3500,3000
Odisha,Bargarh,Bargarh,Bhindi(Ladies Finger),Other,FAQ,31-07-2023,2900,3100,3000
Odisha,Bargarh,Bargarh,Brinjal,Other,FAQ,31-07-2023,1600,1800,1700
Odisha,Bargarh,Bargarh,Onion,Other,FAQ,31-07-2023,2400,2600,2500
Odisha,Bargarh,Bargarh,Potato,Other,FAQ,31-07-2023,1600,1800,1700
Odisha,Bargarh,Bargarh(Barapalli),Brinjal,Other,FAQ,31-07-2023,2600,2800,2700
Odisha,Bargarh,Bargarh(Barapalli),Cabbage,Cabbage,FAQ,31-07-2023,2800,3000,2900
Odisha,Bargarh,Bargarh(Barapalli),Onion,Other,FAQ,31-07-2023,1900,2100,2000
Odisha,Bargarh,Bargarh(Barapalli),Potato,Other,FAQ,31-07-2023,1900,2100,2000
Odisha,Bargarh,Godabhaga,Paddy(Dhan)(Common),Other,FAQ,31-07-2023,2040,2060,2040
Odisha,Bhadrak,Bhadrak,Bhindi(Ladies Finger),Other,FAQ,31-07-2023,2000,2800,2500
Odisha,Bhadrak,Bhadrak,Brinjal,Other,FAQ,31-07-2023,3000,4000,3600
Odisha,Bhadrak,Bhadrak,Cucumbar(Kheera),Other,FAQ,31-07-2023,3000,4500,4000
Odisha,Bhadrak,Bhadrak,Paddy(Dhan)(Common),1001,FAQ,31-07-2023,2000,2040,2040
Odisha,Bhadrak,Bhadrak,Potato,(Red Nanital),FAQ,31-07-2023,1500,1720,1600
Odisha,Bhadrak,Bhadrak,Pumpkin,Other,FAQ,31-07-2023,1200,1400,1300
Odisha,Bhadrak,Sahidngar,Bitter gourd,Other,FAQ,31-07-2023,4000,6000,5000
Odisha,Bhadrak,Sahidngar,Brinjal,Other,FAQ,31-07-2023,4000,5500,5000
Odisha,Bhadrak,Sahidngar,Cabbage,Cabbage,FAQ,31-07-2023,2000,3000,2500
Odisha,Bhadrak,Sahidngar,Potato,Other,FAQ,31-07-2023,1600,1800,1700
Odisha,Bhadrak,Sahidngar,Pumpkin,Other,FAQ,31-07-2023,1200,1500,1300
Odisha,Bolangir,Kantabaji,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,2500,3500,3000
Odisha,Bolangir,Kantabaji,Onion,Local,FAQ,31-07-2023,1800,2100,2000
Odisha,Bolangir,Kantabaji,Pointed gourd (Parval),Other,FAQ,31-07-2023,2500,4000,3500
Odisha,Boudh,Boudh,Banana - Green,Banana - Green,FAQ,31-07-2023,4000,5000,5000
Odisha,Boudh,Boudh,Bhindi(Ladies Finger),Other,FAQ,31-07-2023,3500,4000,4000
Odisha,Boudh,Boudh,Brinjal,Other,FAQ,31-07-2023,5000,6000,6000
Odisha,Boudh,Boudh,Cabbage,Other,FAQ,31-07-2023,3500,4000,4000
Odisha,Boudh,Boudh,Cauliflower,Other,FAQ,31-07-2023,10000,12000,12000
Odisha,Boudh,Boudh,Cucumbar(Kheera),Other,FAQ,31-07-2023,4000,5000,5000
Odisha,Boudh,Boudh,Drumstick,Drumstick,FAQ,31-07-2023,7000,8000,8000
Odisha,Boudh,Boudh,Green Chilli,Other,FAQ,31-07-2023,8000,10000,10000
Odisha,Boudh,Boudh,Onion,Other,FAQ,31-07-2023,2500,3000,3000
Odisha,Boudh,Boudh,Potato,Other,FAQ,31-07-2023,1800,2000,2000
Odisha,Boudh,Boudh,Pumpkin,Other,FAQ,31-07-2023,1800,2000,2000
Odisha,Boudh,Boudh,Tomato,Other,FAQ,31-07-2023,18000,20000,20000
Odisha,Boudh,Khunthabandha,Bhindi(Ladies Finger),Other,FAQ,31-07-2023,3000,3500,3500
Odisha,Boudh,Khunthabandha,Brinjal,Other,FAQ,31-07-2023,4000,5000,5000
Odisha,Boudh,Khunthabandha,Cabbage,Other,FAQ,31-07-2023,3000,3500,3500
Odisha,Boudh,Khunthabandha,Cauliflower,Other,FAQ,31-07-2023,9000,10000,10000
Odisha,Boudh,Khunthabandha,Cucumbar(Kheera),Other,FAQ,31-07-2023,3500,4000,4000
Odisha,Boudh,Khunthabandha,Green Chilli,Other,FAQ,31-07-2023,7000,8000,8000
Odisha,Boudh,Khunthabandha,Onion,Other,FAQ,31-07-2023,2500,3000,3000
Odisha,Boudh,Khunthabandha,Potato,Other,FAQ,31-07-2023,1800,2000,2000
Odisha,Boudh,Khunthabandha,Pumpkin,Other,FAQ,31-07-2023,1000,1500,1500
Odisha,Boudh,Khunthabandha,Tomato,Other,FAQ,31-07-2023,18000,20000,20000
Odisha,Dhenkanal,Hindol,Banana - Green,Other,FAQ,31-07-2023,2000,2400,2200
Odisha,Dhenkanal,Hindol,Bhindi(Ladies Finger),Bhindi,FAQ,31-07-2023,3800,4000,3900
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,3000,3500,3200
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,FAQ,31-07-2023,3500,4000,3800
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,3800,4200,4000
Odisha,Dhenkanal,Hindol,Drumstick,Drumstick,FAQ,31-07-2023,4000,4500,4200
Odisha,Dhenkanal,Hindol,Onion,Other,FAQ,31-07-2023,1800,2200,2000
Odisha,Dhenkanal,Hindol,Pointed gourd (Parval),Other,FAQ,31-07-2023,3800,4200,4000
Odisha,Dhenkanal,Hindol,Potato,Potato,FAQ,31-07-2023,1700,2000,1800
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,FAQ,31-07-2023,1500,1700,1600
Odisha,Dhenkanal,Hindol,Ridgeguard(Tori),Other,FAQ,31-07-2023,3200,3500,3400
Odisha,Dhenkanal,Hindol,Snakeguard,Other,FAQ,31-07-2023,2800,3000,2900
Odisha,Gajapati,Kasinagar,Brinjal,Other,FAQ,31-07-2023,1500,2000,2000
Odisha,Gajapati,Parlakhemundi,Bhindi(Ladies Finger),Bhindi,FAQ,31-07-2023,2400,2500,2500
Odisha,Gajapati,Parlakhemundi,Brinjal,Other,FAQ,31-07-2023,1900,2000,2000
Odisha,Gajapati,Parlakhemundi,Cabbage,Other,FAQ,31-07-2023,1900,2000,2000
Odisha,Gajapati,Parlakhemundi,Pineapple,Other,Small,31-07-2023,650,1200,1100
Odisha,Ganjam,Bhanjanagar,Brinjal,Other,FAQ,31-07-2023,3100,3200,3150
Odisha,Ganjam,Bhanjanagar,Cabbage,Cabbage,FAQ,31-07-2023,2600,2800,2700
Odisha,Ganjam,Bhanjanagar,Carrot,Carrot,FAQ,31-07-2023,3000,3200,3100
Odisha,Ganjam,Bhanjanagar,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,2200,2400,2300
Odisha,Ganjam,Bhanjanagar,Papaya (Raw),Other,FAQ,31-07-2023,2100,2300,2200
Odisha,Ganjam,Bhanjanagar,Pointed gourd (Parval),Other,FAQ,31-07-2023,3200,3300,3250
Odisha,Ganjam,Bhanjanagar,Pumpkin,Other,FAQ,31-07-2023,3100,3200,3130
Odisha,Ganjam,Bhanjanagar,Sweet Potato,Hosur Green,FAQ,31-07-2023,3300,3400,3360
Odisha,Ganjam,Digapahandi,Banana - Green,Other,FAQ,31-07-2023,1900,2100,2000
Odisha,Ganjam,Digapahandi,Onion,Other,FAQ,31-07-2023,1400,1600,1500
Odisha,Ganjam,Digapahandi,Pineapple,Pine Apple,Medium,31-07-2023,1100,1300,1200
Odisha,Ganjam,Digapahandi,Potato,Other,FAQ,31-07-2023,1600,1800,1700
Odisha,Jagatsinghpur,Rahama,Betal Leaves,Local,FAQ,31-07-2023,9500,19000,16800
Odisha,Jagatsinghpur,Rahama,Brinjal,Other,FAQ,31-07-2023,3000,5000,4000
Odisha,Jagatsinghpur,Rahama,Fish,Other,FAQ,31-07-2023,8000,38000,16000
Odisha,Jagatsinghpur,Rahama,Rice,Other,FAQ,31-07-2023,1800,5000,3000
Odisha,Kalahandi,Kesinga,Brinjal,Other,FAQ,31-07-2023,6000,6000,6000
Odisha,Kalahandi,Kesinga,Green Chilli,Other,FAQ,31-07-2023,20000,21000,20500
Odisha,Kalahandi,Kesinga,Little gourd (Kundru),Other,FAQ,31-07-2023,6000,7000,6500
Odisha,Kalahandi,Kesinga,Pointed gourd (Parval),Other,FAQ,31-07-2023,8000,9000,8500
Odisha,Kendrapara,Chatta Krushak Bazar,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,4000,5000,4000
Odisha,Kendrapara,Chatta Krushak Bazar,Brinjal,Brinjal,FAQ,31-07-2023,3000,4000,3500
Odisha,Kendrapara,Chatta Krushak Bazar,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,31-07-2023,4000,5000,4000
Odisha,Kendrapara,Chatta Krushak Bazar,Potato,Potato,FAQ,31-07-2023,1500,1800,1600
Odisha,Kendrapara,Chatta Krushak Bazar,Pumpkin,Pumpkin,FAQ,31-07-2023,2500,3000,3000
Odisha,Kendrapara,Chatta Krushak Bazar,Tomato,Tomato,FAQ,31-07-2023,9000,12000,10000
Odisha,Kendrapara,Gopa,Brinjal,Brinjal,FAQ,31-07-2023,3000,3500,3000
Odisha,Kendrapara,Gopa,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,2500,3000,3000
Odisha,Kendrapara,Gopa,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,31-07-2023,3000,4000,3500
Odisha,Kendrapara,Gopa,Potato,Potato,FAQ,31-07-2023,1400,1600,1500
Odisha,Kendrapara,Gopa,Pumpkin,Pumpkin,FAQ,31-07-2023,2000,2500,2200
Odisha,Kendrapara,Gopa,Tomato,Tomato,FAQ,31-07-2023,8000,9000,8000
Odisha,Kendrapara,Kendrapara,Brinjal,Brinjal,FAQ,31-07-2023,3000,4000,3500
Odisha,Kendrapara,Kendrapara,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,2500,3000,3000
Odisha,Kendrapara,Kendrapara,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,31-07-2023,4000,5000,4000
Odisha,Kendrapara,Kendrapara,Potato,Potato,FAQ,31-07-2023,1500,1800,1600
Odisha,Kendrapara,Kendrapara,Pumpkin,Pumpkin,FAQ,31-07-2023,2500,3000,3000
Odisha,Kendrapara,Kendrapara,Tomato,Tomato,FAQ,31-07-2023,9000,10000,10000
Odisha,Kendrapara,Kendrapara(Marshaghai),Bitter gourd,Bitter Gourd,FAQ,31-07-2023,4000,5000,5000
Odisha,Kendrapara,Kendrapara(Marshaghai),Pumpkin,Pumpkin,FAQ,31-07-2023,2500,3000,3000
Odisha,Kendrapara,Kendrapara(Marshaghai),Tomato,Tomato,FAQ,31-07-2023,9000,12000,10000
Odisha,Kendrapara,Pattamundai,Brinjal,Brinjal,FAQ,31-07-2023,3000,4000,3500
Odisha,Kendrapara,Pattamundai,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,31-07-2023,4000,5000,5000
Odisha,Kendrapara,Pattamundai,Potato,Potato,FAQ,31-07-2023,1500,1800,1600
Odisha,Kendrapara,Pattamundai,Pumpkin,Pumpkin,FAQ,31-07-2023,2500,3000,3000
Odisha,Kendrapara,Pattamundai,Tomato,Tomato,FAQ,31-07-2023,9000,12000,10000
Odisha,Keonjhar,Anandapur,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,5000,6000,5500
Odisha,Keonjhar,Anandapur,Brinjal,Other,FAQ,31-07-2023,3500,5000,4500
Odisha,Keonjhar,Anandapur,Paddy(Dhan)(Common),Common,FAQ,31-07-2023,2040,2040,2040
Odisha,Keonjhar,Anandapur,Pumpkin,Pumpkin,FAQ,31-07-2023,900,1200,1050
Odisha,Koraput,Koraput,Bitter gourd,Other,FAQ,31-07-2023,3600,3800,3700
Odisha,Koraput,Koraput,Cabbage,Other,FAQ,31-07-2023,2500,2700,2600
Odisha,Koraput,Koraput,Carrot,Other,FAQ,31-07-2023,4200,4400,4300
Odisha,Koraput,Koraput,Green Chilli,Other,FAQ,31-07-2023,6200,6400,6300
Odisha,Koraput,Koraput,Pumpkin,Other,FAQ,31-07-2023,800,1000,900
Odisha,Koraput,Koraput(Semilguda),Banana - Green,Other,FAQ,31-07-2023,1500,1700,1600
Odisha,Koraput,Koraput(Semilguda),Beans,Other,FAQ,31-07-2023,3200,3400,3300
Odisha,Koraput,Koraput(Semilguda),Bhindi(Ladies Finger),Other,FAQ,31-07-2023,3100,3300,3200
Odisha,Koraput,Koraput(Semilguda),Bitter gourd,Other,FAQ,31-07-2023,3400,3600,3500
Odisha,Koraput,Koraput(Semilguda),Cabbage,Other,FAQ,31-07-2023,2500,2700,2600
Odisha,Koraput,Koraput(Semilguda),Cauliflower,Other,FAQ,31-07-2023,4000,4200,4100
Odisha,Koraput,Koraput(Semilguda),Cucumbar(Kheera),Other,FAQ,31-07-2023,1900,2100,2000
Odisha,Koraput,Koraput(Semilguda),Green Chilli,Other,FAQ,31-07-2023,4900,5100,5000
Odisha,Koraput,Koraput(Semilguda),Little gourd (Kundru),Other,FAQ,31-07-2023,2400,2600,2500
Odisha,Koraput,Koraput(Semilguda),Sweet Potato,Other,FAQ,31-07-2023,1500,1700,1600
Odisha,Mayurbhanja,Baripada,Bhindi(Ladies Finger),Bhindi,FAQ,31-07-2023,3000,3500,3200
Odisha,Mayurbhanja,Baripada,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,4000,5000,4500
Odisha,Mayurbhanja,Baripada,Brinjal,Brinjal,FAQ,31-07-2023,3500,5000,4000
Odisha,Mayurbhanja,Baripada,Cabbage,Cabbage,FAQ,31-07-2023,3000,3500,3200
Odisha,Mayurbhanja,Baripada,Green Chilli,Green Chilly,FAQ,31-07-2023,10000,15000,12000
Odisha,Mayurbhanja,Baripada,Little gourd (Kundru),Other,FAQ,31-07-2023,3000,3500,3200
Odisha,Mayurbhanja,Baripada,Pointed gourd (Parval),Other,FAQ,31-07-2023,3000,4000,3500
Odisha,Mayurbhanja,Baripada,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,31-07-2023,3500,4000,3800
Odisha,Mayurbhanja,Betnoti,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,2500,3500,3000
Odisha,Mayurbhanja,Betnoti,Brinjal,Other,FAQ,31-07-2023,3200,4200,3600
Odisha,Mayurbhanja,Betnoti,Cucumbar(Kheera),Cucumbar,FAQ,31-07-2023,2400,3200,2800
Odisha,Mayurbhanja,Betnoti,Little gourd (Kundru),Other,FAQ,31-07-2023,2000,3000,2500
Odisha,Mayurbhanja,Betnoti,Pointed gourd (Parval),Other,FAQ,31-07-2023,2800,3800,3400
Odisha,Mayurbhanja,Betnoti,Pumpkin,Pumpkin,FAQ,31-07-2023,900,1400,1200
Odisha,Mayurbhanja,Saraskana,Bhindi(Ladies Finger),Bhindi,FAQ,31-07-2023,3500,4000,3800
Odisha,Mayurbhanja,Saraskana,Bitter gourd,Bitter Gourd,FAQ,31-07-2023,4000,5000,4500
Odisha,Mayurbhanja,Saraskana,Brinjal,Brinjal,FAQ,31-07-2023,3500,5000,4000
Odisha,Mayurbhanja,Saraskana,Little gourd (Kundru),Other,FAQ,31-07-2023,3500,4000,3800
